distance_km,time_of_day,day_of_week,traffic_level,weather,area_type,driver_response_time_mins,available_ambulances_nearby,delay_minutes,delay_risk
18.92,0,0,Low,Clear,Suburban,2.4,4,0.0,No Delay
26.2,20,5,Medium,Clear,Rural,1.4,4,12.6,Severe Delay
17.55,9,2,Medium,Rain,Urban,1.2,1,83.6,Severe Delay
1.88,5,4,Low,Rain,Rural,2.8,0,3.6,Moderate Delay
28.0,22,4,Low,Clear,Urban,4.7,3,12.2,Severe Delay
21.0,11,0,Medium,Clear,Urban,2.3,0,71.0,Severe Delay
20.62,3,4,High,Snow,Rural,0.7,1,107.7,Severe Delay
7.25,12,0,Medium,Clear,Urban,3.7,4,10.8,Severe Delay
20.11,16,0,Low,Fog,Urban,1.8,0,67.1,Severe Delay
12.42,7,6,Medium,Rain,Urban,1.6,2,56.1,Severe Delay
19.89,19,3,Medium,Rain,Urban,2.0,0,159.3,Severe Delay
4.09,2,3,Medium,Clear,Suburban,3.8,4,3.9,Moderate Delay
20.08,11,6,Medium,Clear,Rural,4.2,1,11.3,Severe Delay
29.98,6,3,Medium,Snow,Suburban,3.1,0,180.9,Severe Delay
2.4,11,1,High,Clear,Rural,2.0,1,5.1,Moderate Delay
29.34,1,3,Medium,Clear,Suburban,1.9,3,30.8,Severe Delay
12.8,23,0,Medium,Rain,Rural,1.1,2,15.9,Severe Delay
26.25,13,5,Low,Clear,Urban,4.7,4,8.3,Moderate Delay
23.69,21,5,High,Rain,Rural,3.4,4,73.4,Severe Delay
17.44,22,2,High,Rain,Urban,0.6,1,102.4,Severe Delay
22.42,4,3,Low,Fog,Rural,3.5,2,7.9,Moderate Delay
26.48,8,5,Medium,Rain,Urban,2.5,4,121.8,Severe Delay
12.72,20,3,Low,Clear,Suburban,4.9,0,15.6,Severe Delay
10.48,10,2,Medium,Clear,Suburban,4.2,4,9.2,Moderate Delay
20.36,4,5,Medium,Rain,Rural,1.3,0,53.5,Severe Delay
24.43,2,0,Low,Clear,Suburban,3.7,4,0.0,No Delay
23.11,16,1,High,Snow,Urban,2.7,0,329.8,Severe Delay
24.14,1,6,Low,Rain,Suburban,1.3,3,18.7,Severe Delay
13.63,23,6,Medium,Clear,Urban,3.6,1,19.3,Severe Delay
24.72,0,6,Medium,Fog,Urban,3.0,3,86.5,Severe Delay
4.49,6,3,Low,Clear,Urban,0.6,0,9.9,Moderate Delay
16.79,13,5,Low,Clear,Urban,3.4,1,8.3,Moderate Delay
1.17,4,5,Low,Rain,Suburban,3.4,2,0.0,No Delay
10.41,18,2,Medium,Fog,Rural,1.1,0,57.4,Severe Delay
11.63,10,0,Medium,Clear,Rural,2.1,4,5.8,Moderate Delay
12.49,22,4,Low,Clear,Urban,3.1,4,6.0,Moderate Delay
21.17,1,5,Low,Clear,Urban,1.1,2,8.0,Moderate Delay
12.27,7,1,Low,Clear,Urban,4.3,3,17.6,Severe Delay
14.01,8,2,Medium,Clear,Urban,0.6,0,77.2,Severe Delay
7.89,2,5,Medium,Clear,Urban,1.0,4,12.4,Severe Delay
11.82,1,5,Low,Rain,Urban,1.0,1,12.8,Severe Delay
7.59,6,2,Medium,Snow,Suburban,2.9,2,28.0,Severe Delay
3.12,4,2,Low,Clear,Suburban,3.3,3,0.0,No Delay
18.5,20,3,High,Clear,Suburban,2.3,3,56.8,Severe Delay
20.38,4,5,High,Fog,Urban,1.8,1,143.4,Severe Delay
18.97,19,4,Medium,Rain,Suburban,4.1,1,61.1,Severe Delay
14.44,12,1,High,Snow,Rural,0.8,2,76.8,Severe Delay
12.01,20,0,High,Clear,Urban,1.8,1,50.0,Severe Delay
26.04,19,0,High,Clear,Urban,0.7,4,165.8,Severe Delay
16.05,5,4,Medium,Clear,Urban,0.6,3,26.6,Severe Delay
14.9,19,2,Low,Rain,Urban,2.1,1,35.8,Severe Delay
1.74,17,2,Low,Clear,Urban,1.4,0,9.8,Moderate Delay
10.9,1,2,Low,Clear,Urban,1.7,1,5.4,Moderate Delay
12.03,5,5,Medium,Clear,Urban,4.2,3,19.5,Severe Delay
12.57,8,2,Low,Clear,Urban,1.2,4,19.3,Severe Delay
17.82,2,2,Low,Rain,Suburban,4.0,1,13.9,Severe Delay
16.47,0,5,Medium,Clear,Urban,3.5,4,30.5,Severe Delay
18.63,0,5,Low,Rain,Suburban,2.0,0,34.2,Severe Delay
23.18,18,4,Medium,Clear,Urban,3.0,3,71.3,Severe Delay
24.58,4,3,High,Clear,Urban,2.5,2,97.1,Severe Delay
21.83,12,5,Medium,Clear,Rural,1.1,3,13.4,Severe Delay
28.71,18,1,Medium,Clear,Suburban,4.6,2,63.3,Severe Delay
1.53,11,2,Medium,Clear,Urban,3.1,2,4.4,Moderate Delay
6.68,15,3,Medium,Rain,Suburban,4.5,3,12.4,Severe Delay
1.22,18,0,Low,Fog,Suburban,4.2,2,3.7,Moderate Delay
19.78,2,4,High,Clear,Urban,0.9,4,75.5,Severe Delay
27.04,11,3,Low,Clear,Urban,1.4,0,45.3,Severe Delay
8.06,4,5,Low,Snow,Rural,1.2,1,9.7,Moderate Delay
27.88,1,2,Medium,Clear,Urban,4.2,2,43.4,Severe Delay
2.75,21,2,Low,Clear,Urban,4.4,2,0.0,No Delay
28.1,6,2,Low,Clear,Urban,2.9,3,14.2,Severe Delay
11.2,12,3,Low,Rain,Suburban,1.0,4,9.4,Moderate Delay
3.94,14,2,Low,Clear,Rural,1.1,1,0.0,No Delay
15.09,21,5,Low,Clear,Rural,4.2,2,0.0,No Delay
8.45,2,3,Low,Clear,Suburban,4.7,4,0.0,No Delay
9.26,20,2,Medium,Clear,Rural,1.4,1,6.4,Moderate Delay
9.91,19,0,High,Clear,Suburban,0.6,3,48.9,Severe Delay
24.29,4,0,Low,Rain,Suburban,2.0,2,14.9,Severe Delay
16.64,23,1,High,Rain,Rural,0.6,3,53.2,Severe Delay
10.03,7,2,Low,Clear,Urban,4.2,3,14.3,Severe Delay
18.7,21,2,Low,Clear,Suburban,2.7,2,0.0,No Delay
21.77,0,3,Low,Rain,Suburban,3.4,4,13.1,Severe Delay
8.91,7,3,Medium,Fog,Rural,2.4,4,30.7,Severe Delay
12.99,23,6,Medium,Clear,Rural,2.1,3,6.2,Moderate Delay
4.53,17,2,Medium,Clear,Rural,1.5,3,6.9,Moderate Delay
6.25,19,1,Medium,Clear,Rural,4.0,0,20.6,Severe Delay
20.75,15,2,Medium,Clear,Suburban,3.6,1,18.5,Severe Delay
6.26,17,5,Medium,Clear,Urban,2.1,3,21.1,Severe Delay
16.23,19,3,High,Rain,Urban,1.9,3,145.4,Severe Delay
21.56,11,2,Low,Clear,Suburban,0.5,1,0.0,No Delay
4.1,12,3,Low,Fog,Urban,0.8,2,6.4,Moderate Delay
17.45,12,2,Medium,Rain,Urban,3.3,4,47.8,Severe Delay
8.44,9,4,Medium,Fog,Urban,2.8,2,47.1,Severe Delay
28.92,6,3,Low,Clear,Rural,2.5,1,0.0,No Delay
15.02,13,1,Low,Clear,Urban,4.2,1,4.5,Moderate Delay
24.37,23,4,Medium,Snow,Rural,2.8,0,106.9,Severe Delay
16.96,15,5,Medium,Rain,Rural,2.2,0,43.9,Severe Delay
2.26,14,2,Low,Fog,Urban,1.2,4,2.8,No Delay
19.36,11,6,High,Clear,Urban,4.2,3,77.7,Severe Delay
28.59,8,5,Medium,Clear,Suburban,3.1,1,62.2,Severe Delay
18.45,7,3,Medium,Rain,Suburban,0.9,0,111.8,Severe Delay
24.76,17,4,Medium,Clear,Urban,3.4,2,72.6,Severe Delay
26.64,22,5,High,Clear,Urban,2.4,0,183.9,Severe Delay
7.61,17,1,Low,Clear,Urban,4.2,2,9.8,Moderate Delay
7.15,12,6,Low,Clear,Urban,4.6,0,9.8,Moderate Delay
18.72,17,3,Medium,Clear,Urban,3.2,2,56.1,Severe Delay
12.92,14,4,Medium,Clear,Urban,3.8,0,46.6,Severe Delay
25.36,3,5,Low,Clear,Suburban,0.8,0,23.0,Severe Delay
27.1,16,4,High,Rain,Rural,3.0,4,87.3,Severe Delay
11.25,4,4,Medium,Clear,Suburban,3.9,3,8.9,Moderate Delay
7.87,21,5,Low,Clear,Rural,2.7,1,0.0,No Delay
23.64,15,0,Low,Fog,Suburban,3.2,3,24.4,Severe Delay
8.97,8,2,Low,Clear,Suburban,4.5,4,8.5,Moderate Delay
24.86,9,3,Medium,Clear,Urban,1.4,2,77.2,Severe Delay
13.29,23,3,High,Rain,Urban,0.9,3,79.3,Severe Delay
20.36,17,6,Medium,Snow,Rural,3.6,1,82.1,Severe Delay
3.77,16,6,High,Clear,Rural,4.2,1,8.1,Moderate Delay
19.09,17,6,High,Clear,Urban,4.3,2,121.4,Severe Delay
14.1,6,3,Medium,Rain,Urban,3.4,1,40.4,Severe Delay
18.01,3,4,Medium,Clear,Suburban,4.2,4,16.2,Severe Delay
5.87,4,6,Medium,Rain,Urban,3.7,3,16.7,Severe Delay
22.37,22,5,Medium,Snow,Urban,0.9,1,98.1,Severe Delay
26.02,15,2,Low,Snow,Rural,3.9,3,23.1,Severe Delay
7.29,2,1,Medium,Clear,Suburban,1.3,0,15.0,Severe Delay
3.78,17,3,Low,Clear,Suburban,1.6,3,3.5,Moderate Delay
1.69,22,5,High,Snow,Rural,2.3,2,12.7,Severe Delay
19.62,20,2,High,Clear,Suburban,1.9,4,57.7,Severe Delay
18.61,13,2,Low,Clear,Suburban,1.9,1,0.0,No Delay
16.85,14,0,Low,Rain,Urban,1.3,4,20.6,Severe Delay
7.73,16,5,Medium,Clear,Urban,1.8,3,12.5,Severe Delay
12.34,0,3,Medium,Clear,Suburban,0.6,1,14.8,Severe Delay
18.24,20,6,Low,Fog,Urban,2.6,4,30.0,Severe Delay
15.41,16,4,Medium,Clear,Urban,4.0,2,26.4,Severe Delay
29.65,22,6,Low,Clear,Urban,4.4,0,43.5,Severe Delay
4.96,10,2,Low,Clear,Urban,4.2,0,8.1,Moderate Delay
21.16,16,2,Low,Rain,Urban,2.4,2,21.5,Severe Delay
12.73,13,1,Low,Clear,Suburban,3.8,0,11.9,Severe Delay
13.42,19,6,Medium,Clear,Urban,1.8,2,41.7,Severe Delay
21.81,18,0,High,Rain,Urban,0.8,3,194.1,Severe Delay
21.08,20,2,Medium,Fog,Suburban,3.5,2,51.1,Severe Delay
29.75,6,2,Medium,Clear,Rural,3.4,0,50.1,Severe Delay
4.72,23,4,Low,Fog,Urban,4.1,3,9.6,Moderate Delay
4.02,12,4,Medium,Clear,Suburban,3.3,2,1.3,No Delay
22.01,17,1,Low,Rain,Suburban,1.2,2,37.6,Severe Delay
17.77,22,5,Medium,Clear,Suburban,4.3,3,18.1,Severe Delay
8.95,13,1,High,Clear,Urban,3.3,1,36.3,Severe Delay
3.3,0,1,Low,Rain,Rural,4.1,0,6.8,Moderate Delay
3.48,6,4,Medium,Clear,Suburban,4.0,1,3.8,Moderate Delay
26.93,7,6,Low,Clear,Rural,1.8,3,7.9,Moderate Delay
6.56,17,6,Low,Clear,Urban,0.8,3,9.3,Moderate Delay
10.38,8,6,Low,Rain,Suburban,1.3,4,17.5,Severe Delay
7.57,0,5,Low,Clear,Suburban,0.9,4,0.0,No Delay
11.29,21,4,Low,Clear,Urban,1.6,3,9.4,Moderate Delay
3.01,16,0,Low,Clear,Urban,2.6,4,0.0,No Delay
16.05,18,3,Medium,Clear,Suburban,4.6,2,33.9,Severe Delay
2.96,5,3,Low,Clear,Urban,4.4,1,0.2,No Delay
24.21,2,0,Medium,Clear,Suburban,3.7,3,26.0,Severe Delay
7.78,23,6,High,Clear,Urban,0.6,2,28.3,Severe Delay
16.66,4,3,Medium,Clear,Urban,2.0,0,56.3,Severe Delay
26.52,1,5,Low,Rain,Suburban,3.6,0,52.0,Severe Delay
19.88,19,4,Low,Rain,Urban,1.1,4,44.6,Severe Delay
16.46,3,3,High,Fog,Rural,4.1,4,65.6,Severe Delay
10.41,9,5,Medium,Clear,Rural,4.6,2,13.8,Severe Delay
10.66,9,4,Medium,Snow,Suburban,2.1,0,98.4,Severe Delay
20.42,23,5,Low,Clear,Rural,3.7,3,0.0,No Delay
29.83,20,0,Medium,Snow,Rural,1.2,1,68.4,Severe Delay
20.19,10,1,Low,Clear,Urban,3.6,4,10.0,Moderate Delay
17.18,15,0,High,Clear,Rural,0.6,2,35.4,Severe Delay
22.19,16,3,High,Clear,Urban,1.2,4,88.4,Severe Delay
14.49,15,4,Low,Clear,Urban,3.7,2,5.9,Moderate Delay
2.74,6,5,Medium,Fog,Suburban,3.7,0,12.2,Severe Delay
17.31,15,3,Low,Rain,Suburban,3.4,4,13.1,Severe Delay
28.77,2,3,Medium,Snow,Urban,2.6,2,129.8,Severe Delay
6.08,15,1,High,Rain,Urban,3.5,2,35.0,Severe Delay
21.01,7,6,Medium,Clear,Suburban,4.0,4,47.1,Severe Delay
6.83,11,3,Low,Clear,Urban,4.8,1,6.5,Moderate Delay
16.54,2,1,Low,Snow,Suburban,4.5,3,25.1,Severe Delay
3.8,16,4,High,Clear,Suburban,4.1,0,22.7,Severe Delay
14.06,20,4,Medium,Rain,Urban,3.6,4,38.5,Severe Delay
22.93,17,5,Medium,Clear,Urban,3.1,4,69.3,Severe Delay
11.08,10,6,Low,Clear,Suburban,1.0,1,0.0,No Delay
20.28,3,1,Low,Snow,Urban,1.2,0,92.6,Severe Delay
24.07,15,0,High,Clear,Urban,4.2,4,96.9,Severe Delay
27.89,16,4,Medium,Clear,Urban,4.1,1,47.5,Severe Delay
7.8,8,6,Medium,Clear,Urban,3.3,3,26.0,Severe Delay
12.58,5,5,Medium,Rain,Urban,2.5,2,34.3,Severe Delay
5.42,23,0,Medium,Clear,Suburban,0.6,3,4.0,Moderate Delay
29.78,19,4,Low,Clear,Suburban,2.0,3,27.9,Severe Delay
27.88,1,4,Low,Clear,Suburban,2.4,3,0.0,No Delay
16.66,8,5,Medium,Clear,Rural,2.7,3,24.3,Severe Delay
25.42,20,5,Medium,Clear,Urban,4.7,2,37.1,Severe Delay
16.11,5,2,Medium,Clear,Urban,1.0,0,57.9,Severe Delay
19.08,2,3,High,Snow,Suburban,2.8,0,215.4,Severe Delay
3.58,19,3,Low,Snow,Suburban,2.2,1,10.3,Severe Delay
22.9,5,0,Low,Clear,Suburban,5.0,1,0.0,No Delay
4.7,6,3,High,Rain,Suburban,4.4,4,23.9,Severe Delay
24.96,0,0,Medium,Clear,Suburban,2.5,3,23.5,Severe Delay
23.68,22,6,Medium,Clear,Urban,5.0,3,38.9,Severe Delay
21.55,0,4,Medium,Clear,Suburban,2.8,2,22.1,Severe Delay
2.05,4,2,Medium,Clear,Suburban,1.3,3,0.0,No Delay
9.79,5,2,Low,Clear,Rural,3.0,2,0.0,No Delay
8.63,12,4,Medium,Clear,Suburban,1.5,4,8.6,Moderate Delay
11.44,1,5,High,Fog,Suburban,3.4,1,65.9,Severe Delay
3.54,14,1,Medium,Clear,Suburban,4.7,1,4.8,Moderate Delay
28.17,14,1,Medium,Rain,Rural,4.0,4,30.0,Severe Delay
17.06,12,3,Low,Clear,Rural,1.7,4,0.0,No Delay
9.86,13,5,Low,Clear,Suburban,1.8,3,0.0,No Delay
12.51,21,0,Low,Clear,Suburban,0.8,1,1.6,No Delay
13.97,6,6,Low,Clear,Urban,1.8,0,23.8,Severe Delay
18.42,13,2,High,Rain,Suburban,0.9,4,81.5,Severe Delay
15.95,23,3,Medium,Rain,Suburban,2.7,1,32.2,Severe Delay
27.66,9,4,Medium,Clear,Suburban,3.7,1,61.7,Severe Delay
15.41,16,5,Medium,Rain,Urban,3.9,2,42.6,Severe Delay
29.77,13,2,Low,Snow,Suburban,0.8,1,48.7,Severe Delay
25.69,7,0,High,Rain,Urban,2.0,4,230.8,Severe Delay
7.05,3,0,Low,Clear,Suburban,1.8,3,0.0,No Delay
27.99,15,1,Low,Rain,Urban,1.0,1,31.7,Severe Delay
4.37,23,3,Medium,Clear,Suburban,2.1,0,12.9,Severe Delay
24.71,12,4,High,Fog,Urban,1.8,4,175.2,Severe Delay
12.04,21,2,High,Clear,Urban,3.4,3,50.4,Severe Delay
26.46,19,6,Low,Clear,Suburban,4.5,3,19.4,Severe Delay
26.17,17,0,High,Clear,Urban,2.5,4,171.6,Severe Delay
24.37,13,2,Low,Clear,Suburban,3.9,3,3.5,Moderate Delay
23.91,17,4,Low,Snow,Rural,1.2,0,95.1,Severe Delay
9.84,4,2,High,Clear,Rural,4.5,1,19.1,Severe Delay
3.35,8,3,High,Clear,Urban,1.2,4,22.8,Severe Delay
12.69,2,1,Medium,Snow,Rural,1.4,1,28.0,Severe Delay
6.03,7,2,Medium,Clear,Urban,1.0,1,19.5,Severe Delay
21.15,19,5,High,Clear,Rural,1.9,3,76.6,Severe Delay
11.04,21,1,Medium,Clear,Suburban,3.0,4,13.6,Severe Delay
29.29,9,4,High,Clear,Urban,4.9,1,188.3,Severe Delay
19.59,21,1,Medium,Clear,Urban,4.1,2,27.3,Severe Delay
24.85,18,2,High,Clear,Urban,2.2,0,265.1,Severe Delay
4.84,20,2,High,Rain,Suburban,3.1,3,24.2,Severe Delay
26.0,2,5,Low,Snow,Urban,3.3,4,60.2,Severe Delay
27.76,10,0,High,Clear,Suburban,4.2,4,83.6,Severe Delay
15.12,10,5,Medium,Clear,Suburban,3.8,3,15.4,Severe Delay
18.58,16,2,Low,Clear,Rural,3.1,1,0.0,No Delay
23.18,15,6,Medium,Fog,Rural,3.5,3,42.0,Severe Delay
6.07,6,1,Low,Clear,Urban,3.9,4,0.9,No Delay
15.57,3,5,Medium,Fog,Suburban,1.1,2,40.8,Severe Delay
12.56,22,5,High,Clear,Rural,1.4,1,27.0,Severe Delay
5.24,18,6,Low,Snow,Rural,3.6,3,9.7,Moderate Delay
11.66,11,6,Medium,Clear,Urban,4.3,4,16.8,Severe Delay
2.98,14,6,High,Rain,Urban,2.3,4,17.1,Severe Delay
1.75,10,0,Medium,Clear,Urban,4.9,4,4.2,Moderate Delay
4.92,4,2,Low,Rain,Urban,1.5,2,6.1,Moderate Delay
28.93,4,2,Medium,Clear,Urban,2.4,1,49.9,Severe Delay
16.94,14,4,Medium,Clear,Urban,2.2,3,25.9,Severe Delay
29.01,17,0,Medium,Clear,Suburban,4.7,1,62.7,Severe Delay
13.54,10,4,High,Fog,Urban,1.8,4,96.5,Severe Delay
10.04,11,4,Medium,Rain,Suburban,2.6,2,15.7,Severe Delay
15.68,1,4,High,Clear,Urban,1.3,2,61.6,Severe Delay
13.75,19,3,Medium,Clear,Rural,2.8,4,18.4,Severe Delay
4.06,14,4,Low,Clear,Rural,4.4,1,0.0,No Delay
19.58,19,5,Medium,Fog,Suburban,1.9,1,83.2,Severe Delay
7.27,3,1,Medium,Rain,Rural,4.1,2,4.5,Moderate Delay
18.97,21,5,Medium,Rain,Urban,4.6,0,98.1,Severe Delay
19.86,17,5,Low,Clear,Suburban,0.8,2,18.6,Severe Delay
5.41,5,2,Low,Snow,Urban,3.9,2,9.2,Moderate Delay
2.78,22,3,Low,Fog,Urban,1.6,3,5.8,Moderate Delay
23.64,18,4,Low,Rain,Urban,1.3,2,55.7,Severe Delay
14.33,10,2,Medium,Clear,Suburban,3.2,0,36.9,Severe Delay
2.69,23,0,Low,Rain,Urban,3.7,2,3.6,Moderate Delay
29.85,1,0,Medium,Clear,Suburban,2.3,1,26.9,Severe Delay
2.68,7,2,Low,Clear,Urban,0.7,3,5.2,Moderate Delay
21.16,10,1,Low,Clear,Rural,4.6,3,0.0,No Delay
29.53,4,2,Medium,Clear,Suburban,3.8,2,24.3,Severe Delay
7.94,17,2,Low,Clear,Urban,1.7,3,11.2,Severe Delay
5.13,22,3,High,Clear,Urban,2.7,3,17.4,Severe Delay
4.52,17,0,Low,Clear,Rural,0.6,2,3.4,Moderate Delay
9.79,13,0,Medium,Rain,Urban,2.0,0,48.6,Severe Delay
3.93,21,4,High,Clear,Suburban,2.9,2,11.9,Severe Delay
21.07,9,5,Medium,Clear,Suburban,2.8,1,47.4,Severe Delay
2.81,2,2,Low,Clear,Urban,1.4,4,1.3,No Delay
15.77,8,2,Medium,Fog,Urban,4.0,0,146.1,Severe Delay
29.9,2,1,Medium,Rain,Urban,1.8,2,82.4,Severe Delay
24.61,10,6,High,Clear,Urban,3.1,0,172.1,Severe Delay
18.84,11,6,High,Snow,Urban,1.7,4,163.5,Severe Delay
9.88,11,0,Low,Clear,Urban,2.4,3,4.7,Moderate Delay
19.09,2,1,High,Snow,Urban,1.4,3,167.8,Severe Delay
16.28,20,3,Low,Clear,Urban,3.3,4,6.5,Moderate Delay
13.36,6,4,Low,Clear,Rural,2.4,3,0.0,No Delay
4.79,13,1,High,Clear,Suburban,0.6,0,26.5,Severe Delay
26.71,23,0,Low,Clear,Suburban,0.6,3,2.9,No Delay
14.04,10,3,Low,Clear,Urban,2.6,4,4.0,Moderate Delay
6.64,6,2,Low,Rain,Urban,1.3,4,3.3,Moderate Delay
11.67,20,3,Medium,Fog,Rural,3.1,4,18.7,Severe Delay
13.01,9,5,Medium,Clear,Suburban,2.3,1,30.3,Severe Delay
25.0,10,1,Medium,Clear,Urban,3.4,0,81.9,Severe Delay
22.27,14,0,Low,Clear,Urban,4.8,4,9.6,Moderate Delay
23.31,18,1,Medium,Clear,Suburban,2.9,0,97.4,Severe Delay
1.32,15,2,High,Rain,Rural,4.0,1,5.9,Moderate Delay
13.07,21,6,High,Clear,Urban,3.9,0,91.5,Severe Delay
14.96,20,2,Low,Rain,Suburban,4.6,2,7.2,Moderate Delay
1.56,19,0,High,Clear,Suburban,1.5,1,4.6,Moderate Delay
8.53,11,5,Medium,Clear,Rural,4.2,1,7.8,Moderate Delay
23.05,17,4,Low,Clear,Rural,4.6,3,10.1,Severe Delay
4.98,22,3,Low,Clear,Urban,2.3,4,0.0,No Delay
16.52,12,3,Low,Clear,Suburban,1.9,1,0.0,No Delay
7.24,4,2,Medium,Rain,Suburban,4.8,0,28.0,Severe Delay
1.35,3,1,Low,Clear,Suburban,3.3,2,0.0,No Delay
7.99,13,6,Medium,Clear,Rural,2.2,0,12.1,Severe Delay
29.3,7,1,Low,Rain,Rural,4.1,0,69.9,Severe Delay
24.24,8,5,High,Clear,Urban,1.9,2,159.0,Severe Delay
28.83,18,4,Low,Rain,Urban,1.3,3,71.0,Severe Delay
15.15,2,1,High,Clear,Suburban,2.9,4,44.8,Severe Delay
4.18,4,3,High,Clear,Urban,3.0,1,18.2,Severe Delay
16.89,20,6,Low,Fog,Urban,4.2,4,23.3,Severe Delay
14.18,17,1,Medium,Rain,Urban,2.6,3,64.8,Severe Delay
25.49,0,6,Low,Clear,Rural,4.2,2,0.0,No Delay
3.84,7,4,High,Clear,Urban,1.9,4,26.5,Severe Delay
15.16,18,3,Medium,Fog,Suburban,3.1,0,114.2,Severe Delay
5.35,16,6,Low,Clear,Urban,1.4,1,2.8,No Delay
10.42,16,1,Low,Clear,Urban,2.2,1,5.1,Moderate Delay
22.38,10,3,Low,Rain,Urban,4.4,3,24.2,Severe Delay
14.8,1,2,High,Rain,Urban,1.5,3,87.8,Severe Delay
11.9,5,2,Medium,Rain,Rural,4.1,2,14.2,Severe Delay
12.44,21,5,High,Rain,Rural,1.8,3,39.5,Severe Delay
14.32,13,2,Low,Rain,Suburban,0.7,4,8.8,Moderate Delay
23.77,2,1,Low,Fog,Urban,1.0,1,39.7,Severe Delay
26.87,11,4,High,Rain,Suburban,3.9,2,122.8,Severe Delay
28.7,3,3,Low,Clear,Urban,1.7,3,10.8,Severe Delay
23.82,11,6,High,Clear,Urban,3.4,0,165.0,Severe Delay
10.15,12,0,Low,Rain,Suburban,3.6,1,5.2,Moderate Delay
20.96,1,2,Low,Fog,Suburban,2.1,2,20.2,Severe Delay
13.69,1,2,Medium,Clear,Urban,2.6,1,22.2,Severe Delay
8.39,14,0,High,Clear,Urban,2.3,4,36.0,Severe Delay
25.39,22,6,High,Snow,Rural,4.8,3,131.1,Severe Delay
2.11,16,6,Low,Clear,Urban,1.9,3,1.6,No Delay
27.15,6,0,Low,Clear,Rural,1.3,3,0.0,No Delay
14.38,13,6,Medium,Rain,Rural,2.1,0,38.6,Severe Delay
19.48,11,1,Medium,Snow,Suburban,3.5,4,66.8,Severe Delay
20.12,16,6,Medium,Fog,Urban,3.6,0,125.1,Severe Delay
26.96,13,3,Low,Rain,Suburban,4.7,4,16.7,Severe Delay
19.46,5,6,High,Clear,Urban,4.5,4,72.7,Severe Delay
18.8,18,2,Medium,Fog,Urban,1.8,4,104.1,Severe Delay
2.93,23,4,High,Clear,Suburban,2.5,3,11.9,Severe Delay
16.03,5,1,Medium,Fog,Urban,3.9,3,56.8,Severe Delay
5.35,17,1,Medium,Clear,Urban,4.6,3,17.8,Severe Delay
22.39,23,6,High,Clear,Suburban,2.0,0,125.5,Severe Delay
15.85,4,4,Medium,Clear,Suburban,2.5,2,17.5,Severe Delay
20.73,23,4,High,Clear,Urban,4.5,4,85.2,Severe Delay
2.21,23,5,High,Rain,Urban,2.1,0,19.2,Severe Delay
3.46,5,4,Medium,Snow,Urban,2.7,3,15.4,Severe Delay
21.77,1,6,Medium,Rain,Urban,4.6,3,58.6,Severe Delay
3.09,7,6,Low,Fog,Suburban,4.1,2,6.9,Moderate Delay
3.07,14,0,Low,Clear,Suburban,1.6,3,0.0,No Delay
1.35,14,2,Low,Rain,Suburban,2.0,4,1.1,No Delay
28.74,10,5,Low,Fog,Urban,2.1,1,42.6,Severe Delay
22.39,21,6,Low,Rain,Urban,4.6,3,26.0,Severe Delay
11.24,21,0,Low,Clear,Urban,5.0,2,3.1,Moderate Delay
9.6,23,5,Low,Rain,Urban,4.0,1,6.4,Moderate Delay
11.14,0,2,Medium,Rain,Urban,2.7,4,29.9,Severe Delay
23.46,17,5,Low,Clear,Urban,0.5,4,35.0,Severe Delay
20.18,11,0,Low,Fog,Urban,3.6,4,28.5,Severe Delay
6.37,11,3,Medium,Snow,Suburban,2.3,2,21.2,Severe Delay
6.05,10,6,Medium,Clear,Suburban,3.3,1,2.8,No Delay
3.85,7,2,Medium,Rain,Suburban,3.2,4,13.8,Severe Delay
20.15,6,1,Medium,Rain,Urban,2.7,3,55.7,Severe Delay
23.17,22,2,High,Rain,Rural,4.7,1,72.5,Severe Delay
8.69,20,2,Medium,Clear,Rural,0.6,4,2.6,No Delay
1.61,1,2,Medium,Fog,Urban,3.7,1,5.2,Moderate Delay
3.38,10,3,High,Clear,Suburban,2.3,3,12.6,Severe Delay
29.07,21,6,High,Clear,Rural,3.7,0,113.5,Severe Delay
9.57,9,0,Medium,Fog,Suburban,3.5,4,40.2,Severe Delay
23.31,2,6,Medium,Rain,Urban,0.5,3,65.6,Severe Delay
19.12,19,1,Low,Fog,Urban,1.8,2,56.7,Severe Delay
12.08,9,0,Medium,Clear,Suburban,1.4,4,25.8,Severe Delay
6.96,17,5,High,Clear,Urban,1.3,0,74.1,Severe Delay
4.52,13,5,Medium,Snow,Rural,3.8,3,15.1,Severe Delay
18.84,17,5,High,Clear,Suburban,1.6,3,92.0,Severe Delay
23.46,23,0,Medium,Fog,Urban,2.6,1,81.3,Severe Delay
19.67,7,4,High,Fog,Suburban,1.6,4,164.8,Severe Delay
16.38,9,3,Medium,Rain,Suburban,3.1,0,99.4,Severe Delay
2.22,21,4,Low,Clear,Urban,3.7,2,0.0,No Delay
29.09,12,6,Medium,Rain,Urban,2.0,1,78.9,Severe Delay
24.16,20,5,Low,Fog,Rural,3.2,4,8.6,Moderate Delay
9.49,7,3,Low,Clear,Suburban,4.2,0,21.1,Severe Delay
29.42,3,0,High,Clear,Urban,0.9,1,116.2,Severe Delay
18.45,3,5,Low,Clear,Urban,3.7,0,29.7,Severe Delay
17.89,4,0,Medium,Clear,Suburban,2.0,0,42.1,Severe Delay
